"Notes"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	"NICU Admission"	"NICU Admission Code"	"Year"	"Year Code"	Births
"Total"	"No prenatal care"	"00"	"44 weeks"	"44"					83
	"No prenatal care"	"00"	"45 weeks"	"45"	"Yes"	"1"	"2016"	"2016"	1
	"No prenatal care"	"00"	"45 weeks"	"45"	"Yes"	"1"	"2017"	"2017"	1
	"No prenatal care"	"00"	"45 weeks"	"45"	"Yes"	"1"	"2018"	"2018"	0
	"No prenatal care"	"00"	"45 weeks"	"45"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"No prenatal care"	"00"	"45 weeks"	"45"	"Yes"	"1"			2
	"No prenatal care"	"00"	"45 weeks"	"45"	"No"	"2"	"2016"	"2016"	4
	"No prenatal care"	"00"	"45 weeks"	"45"	"No"	"2"	"2017"	"2017"	6
	"No prenatal care"	"00"	"45 weeks"	"45"	"No"	"2"	"2018"	"2018"	6
	"No prenatal care"	"00"	"45 weeks"	"45"	"No"	"2"	"2019"	"2019"	4
"Total"	"No prenatal care"	"00"	"45 weeks"	"45"	"No"	"2"			20
"Total"	"No prenatal care"	"00"	"45 weeks"	"45"					22
	"No prenatal care"	"00"	"46 weeks"	"46"	"Yes"	"1"	"2016"	"2016"	0
	"No prenatal care"	"00"	"46 weeks"	"46"	"Yes"	"1"	"2017"	"2017"	0
	"No prenatal care"	"00"	"46 weeks"	"46"	"Yes"	"1"	"2018"	"2018"	0
	"No prenatal care"	"00"	"46 weeks"	"46"	"Yes"	"1"	"2019"	"2019"	2
"Total"	"No prenatal care"	"00"	"46 weeks"	"46"	"Yes"	"1"			2
	"No prenatal care"	"00"	"46 weeks"	"46"	"No"	"2"	"2016"	"2016"	3
	"No prenatal care"	"00"	"46 weeks"	"46"	"No"	"2"	"2017"	"2017"	5
	"No prenatal care"	"00"	"46 weeks"	"46"	"No"	"2"	"2018"	"2018"	1
	"No prenatal care"	"00"	"46 weeks"	"46"	"No"	"2"	"2019"	"2019"	3
"Total"	"No prenatal care"	"00"	"46 weeks"	"46"	"No"	"2"			12
"Total"	"No prenatal care"	"00"	"46 weeks"	"46"					14
	"No prenatal care"	"00"	"47 weeks"	"47"	"Yes"	"1"	"2016"	"2016"	0
	"No prenatal care"	"00"	"47 weeks"	"47"	"Yes"	"1"	"2017"	"2017"	0
	"No prenatal care"	"00"	"47 weeks"	"47"	"Yes"	"1"	"2018"	"2018"	0
	"No prenatal care"	"00"	"47 weeks"	"47"	"Yes"	"1"	"2019"	"2019"	1
"Total"	"No prenatal care"	"00"	"47 weeks"	"47"	"Yes"	"1"			1
	"No prenatal care"	"00"	"47 weeks"	"47"	"No"	"2"	"2016"	"2016"	2
	"No prenatal care"	"00"	"47 weeks"	"47"	"No"	"2"	"2017"	"2017"	0
	"No prenatal care"	"00"	"47 weeks"	"47"	"No"	"2"	"2018"	"2018"	1
	"No prenatal care"	"00"	"47 weeks"	"47"	"No"	"2"	"2019"	"2019"	0
"Total"	"No prenatal care"	"00"	"47 weeks"	"47"	"No"	"2"			3
"Total"	"No prenatal care"	"00"	"47 weeks"	"47"					4
"Total"	"No prenatal care"	"00"							253371
	"1st month"	"01"	"17 weeks"	"17"	"Yes"	"1"	"2016"	"2016"	4
	"1st month"	"01"	"17 weeks"	"17"	"Yes"	"1"	"2017"	"2017"	2
	"1st month"	"01"	"17 weeks"	"17"	"Yes"	"1"	"2018"	"2018"	1
	"1st month"	"01"	"17 weeks"	"17"	"Yes"	"1"	"2019"	"2019"	2
"Total"	"1st month"	"01"	"17 weeks"	"17"	"Yes"	"1"			9
	"1st month"	"01"	"17 weeks"	"17"	"No"	"2"	"2016"	"2016"	29
	"1st month"	"01"	"17 weeks"	"17"	"No"	"2"	"2017"	"2017"	21
	"1st month"	"01"	"17 weeks"	"17"	"No"	"2"	"2018"	"2018"	21
	"1st month"	"01"	"17 weeks"	"17"	"No"	"2"	"2019"	"2019"	26
"Total"	"1st month"	"01"	"17 weeks"	"17"	"No"	"2"			97
"Total"	"1st month"	"01"	"17 weeks"	"17"					106
	"1st month"	"01"	"18 weeks"	"18"	"Yes"	"1"	"2016"	"2016"	4
	"1st month"	"01"	"18 weeks"	"18"	"Yes"	"1"	"2017"	"2017"	6
	"1st month"	"01"	"18 weeks"	"18"	"Yes"	"1"	"2018"	"2018"	4
	"1st month"	"01"	"18 weeks"	"18"	"Yes"	"1"	"2019"	"2019"	2
"Total"	"1st month"	"01"	"18 weeks"	"18"	"Yes"	"1"			16
	"1st month"	"01"	"18 weeks"	"18"	"No"	"2"	"2016"	"2016"	41
	"1st month"	"01"	"18 weeks"	"18"	"No"	"2"	"2017"	"2017"	41
	"1st month"	"01"	"18 weeks"	"18"	"No"	"2"	"2018"	"2018"	29
	"1st month"	"01"	"18 weeks"	"18"	"No"	"2"	"2019"	"2019"	41
"Total"	"1st month"	"01"	"18 weeks"	"18"	"No"	"2"			152
"Total"	"1st month"	"01"	"18 weeks"	"18"					168
	"1st month"	"01"	"19 weeks"	"19"	"Yes"	"1"	"2016"	"2016"	4
	"1st month"	"01"	"19 weeks"	"19"	"Yes"	"1"	"2017"	"2017"	3
	"1st month"	"01"	"19 weeks"	"19"	"Yes"	"1"	"2018"	"2018"	6
	"1st month"	"01"	"19 weeks"	"19"	"Yes"	"1"	"2019"	"2019"	2
"Total"	"1st month"	"01"	"19 weeks"	"19"	"Yes"	"1"			15
	"1st month"	"01"	"19 weeks"	"19"	"No"	"2"	"2016"	"2016"	48
	"1st month"	"01"	"19 weeks"	"19"	"No"	"2"	"2017"	"2017"	56
	"1st month"	"01"	"19 weeks"	"19"	"No"	"2"	"2018"	"2018"	46
	"1st month"	"01"	"19 weeks"	"19"	"No"	"2"	"2019"	"2019"	45
"Total"	"1st month"	"01"	"19 weeks"	"19"	"No"	"2"			195
"Total"	"1st month"	"01"	"19 weeks"	"19"					210
	"1st month"	"01"	"20 weeks"	"20"	"Yes"	"1"	"2016"	"2016"	17
	"1st month"	"01"	"20 weeks"	"20"	"Yes"	"1"	"2017"	"2017"	13
	"1st month"	"01"	"20 weeks"	"20"	"Yes"	"1"	"2018"	"2018"	6
	"1st month"	"01"	"20 weeks"	"20"	"Yes"	"1"	"2019"	"2019"	21
"Total"	"1st month"	"01"	"20 weeks"	"20"	"Yes"	"1"			57
	"1st month"	"01"	"20 weeks"	"20"	"No"	"2"	"2016"	"2016"	91
	"1st month"	"01"	"20 weeks"	"20"	"No"	"2"	"2017"	"2017"	81
	"1st month"	"01"	"20 weeks"	"20"	"No"	"2"	"2018"	"2018"	82
	"1st month"	"01"	"20 weeks"	"20"	"No"	"2"	"2019"	"2019"	96
"Total"	"1st month"	"01"	"20 weeks"	"20"	"No"	"2"			350
"Total"	"1st month"	"01"	"20 weeks"	"20"					407
	"1st month"	"01"	"21 weeks"	"21"	"Yes"	"1"	"2016"	"2016"	16
	"1st month"	"01"	"21 weeks"	"21"	"Yes"	"1"	"2017"	"2017"	16
	"1st month"	"01"	"21 weeks"	"21"	"Yes"	"1"	"2018"	"2018"	17
	"1st month"	"01"	"21 weeks"	"21"	"Yes"	"1"	"2019"	"2019"	22
"Total"	"1st month"	"01"	"21 weeks"	"21"	"Yes"	"1"			71
	"1st month"	"01"	"21 weeks"	"21"	"No"	"2"	"2016"	"2016"	130
	"1st month"	"01"	"21 weeks"	"21"	"No"	"2"	"2017"	"2017"	125
	"1st month"	"01"	"21 weeks"	"21"	"No"	"2"	"2018"	"2018"	110
	"1st month"	"01"	"21 weeks"	"21"	"No"	"2"	"2019"	"2019"	115
"Total"	"1st month"	"01"	"21 weeks"	"21"	"No"	"2"			480
"Total"	"1st month"	"01"	"21 weeks"	"21"					551
	"1st month"	"01"	"22 weeks"	"22"	"Yes"	"1"	"2016"	"2016"	54
	"1st month"	"01"	"22 weeks"	"22"	"Yes"	"1"	"2017"	"2017"	64
	"1st month"	"01"	"22 weeks"	"22"	"Yes"	"1"	"2018"	"2018"	75
	"1st month"	"01"	"22 weeks"	"22"	"Yes"	"1"	"2019"	"2019"	100
"Total"	"1st month"	"01"	"22 weeks"	"22"	"Yes"	"1"			293
	"1st month"	"01"	"22 weeks"	"22"	"No"	"2"	"2016"	"2016"	100
	"1st month"	"01"	"22 weeks"	"22"	"No"	"2"	"2017"	"2017"	117
	"1st month"	"01"	"22 weeks"	"22"	"No"	"2"	"2018"	"2018"	121
	"1st month"	"01"	"22 weeks"	"22"	"No"	"2"	"2019"	"2019"	90
"Total"	"1st month"	"01"	"22 weeks"	"22"	"No"	"2"			428
"Total"	"1st month"	"01"	"22 weeks"	"22"					721
	"1st month"	"01"	"23 weeks"	"23"	"Yes"	"1"	"2016"	"2016"	283
	"1st month"	"01"	"23 weeks"	"23"	"Yes"	"1"	"2017"	"2017"	255
	"1st month"	"01"	"23 weeks"	"23"	"Yes"	"1"	"2018"	"2018"	202
	"1st month"	"01"	"23 weeks"	"23"	"Yes"	"1"	"2019"	"2019"	255
"Total"	"1st month"	"01"	"23 weeks"	"23"	"Yes"	"1"			995
	"1st month"	"01"	"23 weeks"	"23"	"No"	"2"	"2016"	"2016"	82
	"1st month"	"01"	"23 weeks"	"23"	"No"	"2"	"2017"	"2017"	87
	"1st month"	"01"	"23 weeks"	"23"	"No"	"2"	"2018"	"2018"	53
	"1st month"	"01"	"23 weeks"	"23"	"No"	"2"	"2019"	"2019"	55
"Total"	"1st month"	"01"	"23 weeks"	"23"	"No"	"2"			277
"Total"	"1st month"	"01"	"23 weeks"	"23"					1272
	"1st month"	"01"	"24 weeks"	"24"	"Yes"	"1"	"2016"	"2016"	367
	"1st month"	"01"	"24 weeks"	"24"	"Yes"	"1"	"2017"	"2017"	396
	"1st month"	"01"	"24 weeks"	"24"	"Yes"	"1"	"2018"	"2018"	330
	"1st month"	"01"	"24 weeks"	"24"	"Yes"	"1"	"2019"	"2019"	350
"Total"	"1st month"	"01"	"24 weeks"	"24"	"Yes"	"1"			1443
	"1st month"	"01"	"24 weeks"	"24"	"No"	"2"	"2016"	"2016"	58
	"1st month"	"01"	"24 weeks"	"24"	"No"	"2"	"2017"	"2017"	51
	"1st month"	"01"	"24 weeks"	"24"	"No"	"2"	"2018"	"2018"	58
	"1st month"	"01"	"24 weeks"	"24"	"No"	"2"	"2019"	"2019"	60
"Total"	"1st month"	"01"	"24 weeks"	"24"	"No"	"2"			227
"Total"	"1st month"	"01"	"24 weeks"	"24"					1670
	"1st month"	"01"	"25 weeks"	"25"	"Yes"	"1"	"2016"	"2016"	411
	"1st month"	"01"	"25 weeks"	"25"	"Yes"	"1"	"2017"	"2017"	391
	"1st month"	"01"	"25 weeks"	"25"	"Yes"	"1"	"2018"	"2018"	373
	"1st month"	"01"	"25 weeks"	"25"	"Yes"	"1"	"2019"	"2019"	352
"Total"	"1st month"	"01"	"25 weeks"	"25"	"Yes"	"1"			1527
	"1st month"	"01"	"25 weeks"	"25"	"No"	"2"	"2016"	"2016"	70
	"1st month"	"01"	"25 weeks"	"25"	"No"	"2"	"2017"	"2017"	56
	"1st month"	"01"	"25 weeks"	"25"	"No"	"2"	"2018"	"2018"	57
	"1st month"	"01"	"25 weeks"	"25"	"No"	"2"	"2019"	"2019"	54
"Total"	"1st month"	"01"	"25 weeks"	"25"	"No"	"2"			237
"Total"	"1st month"	"01"	"25 weeks"	"25"					1764
	"1st month"	"01"	"26 weeks"	"26"	"Yes"	"1"	"2016"	"2016"	477
	"1st month"	"01"	"26 weeks"	"26"	"Yes"	"1"	"2017"	"2017"	475
	"1st month"	"01"	"26 weeks"	"26"	"Yes"	"1"	"2018"	"2018"	403
	"1st month"	"01"	"26 weeks"	"26"	"Yes"	"1"	"2019"	"2019"	459
"Total"	"1st month"	"01"	"26 weeks"	"26"	"Yes"	"1"			1814
	"1st month"	"01"	"26 weeks"	"26"	"No"	"2"	"2016"	"2016"	95
	"1st month"	"01"	"26 weeks"	"26"	"No"	"2"	"2017"	"2017"	79
	"1st month"	"01"	"26 weeks"	"26"	"No"	"2"	"2018"	"2018"	65
	"1st month"	"01"	"26 weeks"	"26"	"No"	"2"	"2019"	"2019"	53
"Total"	"1st month"	"01"	"26 weeks"	"26"	"No"	"2"			292
"Total"	"1st month"	"01"	"26 weeks"	"26"					2106
	"1st month"	"01"	"27 weeks"	"27"	"Yes"	"1"	"2016"	"2016"	494
	"1st month"	"01"	"27 weeks"	"27"	"Yes"	"1"	"2017"	"2017"	505
	"1st month"	"01"	"27 weeks"	"27"	"Yes"	"1"	"2018"	"2018"	459
	"1st month"	"01"	"27 weeks"	"27"	"Yes"	"1"	"2019"	"2019"	487
"Total"	"1st month"	"01"	"27 weeks"	"27"	"Yes"	"1"			1945
	"1st month"	"01"	"27 weeks"	"27"	"No"	"2"	"2016"	"2016"	92
	"1st month"	"01"	"27 weeks"	"27"	"No"	"2"	"2017"	"2017"	88
	"1st month"	"01"	"27 weeks"	"27"	"No"	"2"	"2018"	"2018"	81
	"1st month"	"01"	"27 weeks"	"27"	"No"	"2"	"2019"	"2019"	62
"Total"	"1st month"	"01"	"27 weeks"	"27"	"No"	"2"			323
"Total"	"1st month"	"01"	"27 weeks"	"27"					2268
	"1st month"	"01"	"28 weeks"	"28"	"Yes"	"1"	"2016"	"2016"	605
	"1st month"	"01"	"28 weeks"	"28"	"Yes"	"1"	"2017"	"2017"	562
	"1st month"	"01"	"28 weeks"	"28"	"Yes"	"1"	"2018"	"2018"	591
	"1st month"	"01"	"28 weeks"	"28"	"Yes"	"1"	"2019"	"2019"	634
"Total"	"1st month"	"01"	"28 weeks"	"28"	"Yes"	"1"			2392
	"1st month"	"01"	"28 weeks"	"28"	"No"	"2"	"2016"	"2016"	208
	"1st month"	"01"	"28 weeks"	"28"	"No"	"2"	"2017"	"2017"	160
	"1st month"	"01"	"28 weeks"	"28"	"No"	"2"	"2018"	"2018"	175
	"1st month"	"01"	"28 weeks"	"28"	"No"	"2"	"2019"	"2019"	163
"Total"	"1st month"	"01"	"28 weeks"	"28"	"No"	"2"			706
"Total"	"1st month"	"01"	"28 weeks"	"28"					3098
	"1st month"	"01"	"29 weeks"	"29"	"Yes"	"1"	"2016"	"2016"	712
	"1st month"	"01"	"29 weeks"	"29"	"Yes"	"1"	"2017"	"2017"	675
	"1st month"	"01"	"29 weeks"	"29"	"Yes"	"1"	"2018"	"2018"	693
	"1st month"	"01"	"29 weeks"	"29"	"Yes"	"1"	"2019"	"2019"	646
"Total"	"1st month"	"01"	"29 weeks"	"29"	"Yes"	"1"			2726
	"1st month"	"01"	"29 weeks"	"29"	"No"	"2"	"2016"	"2016"	187
	"1st month"	"01"	"29 weeks"	"29"	"No"	"2"	"2017"	"2017"	161
	"1st month"	"01"	"29 weeks"	"29"	"No"	"2"	"2018"	"2018"	162
	"1st month"	"01"	"29 weeks"	"29"	"No"	"2"	"2019"	"2019"	168
"Total"	"1st month"	"01"	"29 weeks"	"29"	"No"	"2"			678
"Total"	"1st month"	"01"	"29 weeks"	"29"					3404
	"1st month"	"01"	"30 weeks"	"30"	"Yes"	"1"	"2016"	"2016"	920
	"1st month"	"01"	"30 weeks"	"30"	"Yes"	"1"	"2017"	"2017"	867
	"1st month"	"01"	"30 weeks"	"30"	"Yes"	"1"	"2018"	"2018"	805
	"1st month"	"01"	"30 weeks"	"30"	"Yes"	"1"	"2019"	"2019"	967
"Total"	"1st month"	"01"	"30 weeks"	"30"	"Yes"	"1"			3559
	"1st month"	"01"	"30 weeks"	"30"	"No"	"2"	"2016"	"2016"	315
	"1st month"	"01"	"30 weeks"	"30"	"No"	"2"	"2017"	"2017"	275
	"1st month"	"01"	"30 weeks"	"30"	"No"	"2"	"2018"	"2018"	210
	"1st month"	"01"	"30 weeks"	"30"	"No"	"2"	"2019"	"2019"	270
"Total"	"1st month"	"01"	"30 weeks"	"30"	"No"	"2"			1070
"Total"	"1st month"	"01"	"30 weeks"	"30"					4629
	"1st month"	"01"	"31 weeks"	"31"	"Yes"	"1"	"2016"	"2016"	1176
	"1st month"	"01"	"31 weeks"	"31"	"Yes"	"1"	"2017"	"2017"	1111
	"1st month"	"01"	"31 weeks"	"31"	"Yes"	"1"	"2018"	"2018"	1005
	"1st month"	"01"	"31 weeks"	"31"	"Yes"	"1"	"2019"	"2019"	1030
"Total"	"1st month"	"01"	"31 weeks"	"31"	"Yes"	"1"			4322
	"1st month"	"01"	"31 weeks"	"31"	"No"	"2"	"2016"	"2016"	290
	"1st month"	"01"	"31 weeks"	"31"	"No"	"2"	"2017"	"2017"	268
	"1st month"	"01"	"31 weeks"	"31"	"No"	"2"	"2018"	"2018"	241
	"1st month"	"01"	"31 weeks"	"31"	"No"	"2"	"2019"	"2019"	203
"Total"	"1st month"	"01"	"31 weeks"	"31"	"No"	"2"			1002
"Total"	"1st month"	"01"	"31 weeks"	"31"					5324
	"1st month"	"01"	"32 weeks"	"32"	"Yes"	"1"	"2016"	"2016"	1620
	"1st month"	"01"	"32 weeks"	"32"	"Yes"	"1"	"2017"	"2017"	1547
	"1st month"	"01"	"32 weeks"	"32"	"Yes"	"1"	"2018"	"2018"	1495
	"1st month"	"01"	"32 weeks"	"32"	"Yes"	"1"	"2019"	"2019"	1439
"Total"	"1st month"	"01"	"32 weeks"	"32"	"Yes"	"1"			6101
	"1st month"	"01"	"32 weeks"	"32"	"No"	"2"	"2016"	"2016"	418
	"1st month"	"01"	"32 weeks"	"32"	"No"	"2"	"2017"	"2017"	360
	"1st month"	"01"	"32 weeks"	"32"	"No"	"2"	"2018"	"2018"	400
	"1st month"	"01"	"32 weeks"	"32"	"No"	"2"	"2019"	"2019"	348
"Total"	"1st month"	"01"	"32 weeks"	"32"	"No"	"2"			1526
"Total"	"1st month"	"01"	"32 weeks"	"32"					7627
	"1st month"	"01"	"33 weeks"	"33"	"Yes"	"1"	"2016"	"2016"	2187
	"1st month"	"01"	"33 weeks"	"33"	"Yes"	"1"	"2017"	"2017"	2256
	"1st month"	"01"	"33 weeks"	"33"	"Yes"	"1"	"2018"	"2018"	2002
	"1st month"	"01"	"33 weeks"	"33"	"Yes"	"1"	"2019"	"2019"	1976
"Total"	"1st month"	"01"	"33 weeks"	"33"	"Yes"	"1"			8421
	"1st month"	"01"	"33 weeks"	"33"	"No"	"2"	"2016"	"2016"	598
	"1st month"	"01"	"33 weeks"	"33"	"No"	"2"	"2017"	"2017"	496
	"1st month"	"01"	"33 weeks"	"33"	"No"	"2"	"2018"	"2018"	507
	"1st month"	"01"	"33 weeks"	"33"	"No"	"2"	"2019"	"2019"	453
"Total"	"1st month"	"01"	"33 weeks"	"33"	"No"	"2"			2054
"Total"	"1st month"	"01"	"33 weeks"	"33"					10475
	"1st month"	"01"	"34 weeks"	"34"	"Yes"	"1"	"2016"	"2016"	3673
	"1st month"	"01"	"34 weeks"	"34"	"Yes"	"1"	"2017"	"2017"	3573
	"1st month"	"01"	"34 weeks"	"34"	"Yes"	"1"	"2018"	"2018"	3622
	"1st month"	"01"	"34 weeks"	"34"	"Yes"	"1"	"2019"	"2019"	3557
"Total"	"1st month"	"01"	"34 weeks"	"34"	"Yes"	"1"			14425
	"1st month"	"01"	"34 weeks"	"34"	"No"	"2"	"2016"	"2016"	1506
	"1st month"	"01"	"34 weeks"	"34"	"No"	"2"	"2017"	"2017"	1365
	"1st month"	"01"	"34 weeks"	"34"	"No"	"2"	"2018"	"2018"	1132
	"1st month"	"01"	"34 weeks"	"34"	"No"	"2"	"2019"	"2019"	1094
"Total"	"1st month"	"01"	"34 weeks"	"34"	"No"	"2"			5097
"Total"	"1st month"	"01"	"34 weeks"	"34"					19522
	"1st month"	"01"	"35 weeks"	"35"	"Yes"	"1"	"2016"	"2016"	2672
	"1st month"	"01"	"35 weeks"	"35"	"Yes"	"1"	"2017"	"2017"	2516
	"1st month"	"01"	"35 weeks"	"35"	"Yes"	"1"	"2018"	"2018"	2438
	"1st month"	"01"	"35 weeks"	"35"	"Yes"	"1"	"2019"	"2019"	2479
"Total"	"1st month"	"01"	"35 weeks"	"35"	"Yes"	"1"			10105
	"1st month"	"01"	"35 weeks"	"35"	"No"	"2"	"2016"	"2016"	4332
	"1st month"	"01"	"35 weeks"	"35"	"No"	"2"	"2017"	"2017"	4072
	"1st month"	"01"	"35 weeks"	"35"	"No"	"2"	"2018"	"2018"	3847
	"1st month"	"01"	"35 weeks"	"35"	"No"	"2"	"2019"	"2019"	3596
"Total"	"1st month"	"01"	"35 weeks"	"35"	"No"	"2"			15847
"Total"	"1st month"	"01"	"35 weeks"	"35"					25952
	"1st month"	"01"	"36 weeks"	"36"	"Yes"	"1"	"2016"	"2016"	2279
	"1st month"	"01"	"36 weeks"	"36"	"Yes"	"1"	"2017"	"2017"	2292
	"1st month"	"01"	"36 weeks"	"36"	"Yes"	"1"	"2018"	"2018"	2053
	"1st month"	"01"	"36 weeks"	"36"	"Yes"	"1"	"2019"	"2019"	2148
"Total"	"1st month"	"01"	"36 weeks"	"36"	"Yes"	"1"			8772
	"1st month"	"01"	"36 weeks"	"36"	"No"	"2"	"2016"	"2016"	10903
	"1st month"	"01"	"36 weeks"	"36"	"No"	"2"	"2017"	"2017"	10430
	"1st month"	"01"	"36 weeks"	"36"	"No"	"2"	"2018"	"2018"	9832
	"1st month"	"01"	"36 weeks"	"36"	"No"	"2"	"2019"	"2019"	9930
"Total"	"1st month"	"01"	"36 weeks"	"36"	"No"	"2"			41095
"Total"	"1st month"	"01"	"36 weeks"	"36"					49867
	"1st month"	"01"	"37 weeks"	"37"	"Yes"	"1"	"2016"	"2016"	2211
	"1st month"	"01"	"37 weeks"	"37"	"Yes"	"1"	"2017"	"2017"	2226
	"1st month"	"01"	"37 weeks"	"37"	"Yes"	"1"	"2018"	"2018"	2175
	"1st month"	"01"	"37 weeks"	"37"	"Yes"	"1"	"2019"	"2019"	2267
"Total"	"1st month"	"01"	"37 weeks"	"37"	"Yes"	"1"			8879
	"1st month"	"01"	"37 weeks"	"37"	"No"	"2"	"2016"	"2016"	25858
	"1st month"	"01"	"37 weeks"	"37"	"No"	"2"	"2017"	"2017"	25136
	"1st month"	"01"	"37 weeks"	"37"	"No"	"2"	"2018"	"2018"	24492
	"1st month"	"01"	"37 weeks"	"37"	"No"	"2"	"2019"	"2019"	24522
"Total"	"1st month"	"01"	"37 weeks"	"37"	"No"	"2"			100008
"Total"	"1st month"	"01"	"37 weeks"	"37"					108887
	"1st month"	"01"	"38 weeks"	"38"	"Yes"	"1"	"2016"	"2016"	1975
	"1st month"	"01"	"38 weeks"	"38"	"Yes"	"1"	"2017"	"2017"	2035
	"1st month"	"01"	"38 weeks"	"38"	"Yes"	"1"	"2018"	"2018"	1877
	"1st month"	"01"	"38 weeks"	"38"	"Yes"	"1"	"2019"	"2019"	1848
"Total"	"1st month"	"01"	"38 weeks"	"38"	"Yes"	"1"			7735
	"1st month"	"01"	"38 weeks"	"38"	"No"	"2"	"2016"	"2016"	44779
	"1st month"	"01"	"38 weeks"	"38"	"No"	"2"	"2017"	"2017"	42956
	"1st month"	"01"	"38 weeks"	"38"	"No"	"2"	"2018"	"2018"	39884
	"1st month"	"01"	"38 weeks"	"38"	"No"	"2"	"2019"	"2019"	38701
"Total"	"1st month"	"01"	"38 weeks"	"38"	"No"	"2"			166320
"Total"	"1st month"	"01"	"38 weeks"	"38"					174055
	"1st month"	"01"	"39 weeks"	"39"	"Yes"	"1"	"2016"	"2016"	2898
	"1st month"	"01"	"39 weeks"	"39"	"Yes"	"1"	"2017"	"2017"	2820
	"1st month"	"01"	"39 weeks"	"39"	"Yes"	"1"	"2018"	"2018"	2543
	"1st month"	"01"	"39 weeks"	"39"	"Yes"	"1"	"2019"	"2019"	2553
"Total"	"1st month"	"01"	"39 weeks"	"39"	"Yes"	"1"			10814
	"1st month"	"01"	"39 weeks"	"39"	"No"	"2"	"2016"	"2016"	84817
	"1st month"	"01"	"39 weeks"	"39"	"No"	"2"	"2017"	"2017"	79266
	"1st month"	"01"	"39 weeks"	"39"	"No"	"2"	"2018"	"2018"	74256
	"1st month"	"01"	"39 weeks"	"39"	"No"	"2"	"2019"	"2019"	72051
"Total"	"1st month"	"01"	"39 weeks"	"39"	"No"	"2"			310390
"Total"	"1st month"	"01"	"39 weeks"	"39"					321204
	"1st month"	"01"	"40 weeks"	"40"	"Yes"	"1"	"2016"	"2016"	1595
	"1st month"	"01"	"40 weeks"	"40"	"Yes"	"1"	"2017"	"2017"	1530
	"1st month"	"01"	"40 weeks"	"40"	"Yes"	"1"	"2018"	"2018"	1312
	"1st month"	"01"	"40 weeks"	"40"	"Yes"	"1"	"2019"	"2019"	1177
"Total"	"1st month"	"01"	"40 weeks"	"40"	"Yes"	"1"			5614
	"1st month"	"01"	"40 weeks"	"40"	"No"	"2"	"2016"	"2016"	38930
	"1st month"	"01"	"40 weeks"	"40"	"No"	"2"	"2017"	"2017"	35450
	"1st month"	"01"	"40 weeks"	"40"	"No"	"2"	"2018"	"2018"	31729
	"1st month"	"01"	"40 weeks"	"40"	"No"	"2"	"2019"	"2019"	28747
"Total"	"1st month"	"01"	"40 weeks"	"40"	"No"	"2"			134856
"Total"	"1st month"	"01"	"40 weeks"	"40"					140470
	"1st month"	"01"	"41 weeks"	"41"	"Yes"	"1"	"2016"	"2016"	402
	"1st month"	"01"	"41 weeks"	"41"	"Yes"	"1"	"2017"	"2017"	405
	"1st month"	"01"	"41 weeks"	"41"	"Yes"	"1"	"2018"	"2018"	318
	"1st month"	"01"	"41 weeks"	"41"	"Yes"	"1"	"2019"	"2019"	280
"Total"	"1st month"	"01"	"41 weeks"	"41"	"Yes"	"1"			1405
	"1st month"	"01"	"41 weeks"	"41"	"No"	"2"	"2016"	"2016"	8236
	"1st month"	"01"	"41 weeks"	"41"	"No"	"2"	"2017"	"2017"	7531
	"1st month"	"01"	"41 weeks"	"41"	"No"	"2"	"2018"	"2018"	6619
	"1st month"	"01"	"41 weeks"	"41"	"No"	"2"	"2019"	"2019"	5493
"Total"	"1st month"	"01"	"41 weeks"	"41"	"No"	"2"			27879
"Total"	"1st month"	"01"	"41 weeks"	"41"					29284
	"1st month"	"01"	"42 weeks"	"42"	"Yes"	"1"	"2016"	"2016"	18
	"1st month"	"01"	"42 weeks"	"42"	"Yes"	"1"	"2017"	"2017"	20
	"1st month"	"01"	"42 weeks"	"42"	"Yes"	"1"	"2018"	"2018"	14
	"1st month"	"01"	"42 weeks"	"42"	"Yes"	"1"	"2019"	"2019"	10
"Total"	"1st month"	"01"	"42 weeks"	"42"	"Yes"	"1"			62
	"1st month"	"01"	"42 weeks"	"42"	"No"	"2"	"2016"	"2016"	428
	"1st month"	"01"	"42 weeks"	"42"	"No"	"2"	"2017"	"2017"	233
	"1st month"	"01"	"42 weeks"	"42"	"No"	"2"	"2018"	"2018"	210
	"1st month"	"01"	"42 weeks"	"42"	"No"	"2"	"2019"	"2019"	151
"Total"	"1st month"	"01"	"42 weeks"	"42"	"No"	"2"			1022
"Total"	"1st month"	"01"	"42 weeks"	"42"					1084
	"1st month"	"01"	"43 weeks"	"43"	"Yes"	"1"	"2016"	"2016"	2
	"1st month"	"01"	"43 weeks"	"43"	"Yes"	"1"	"2017"	"2017"	0
	"1st month"	"01"	"43 weeks"	"43"	"Yes"	"1"	"2018"	"2018"	0
	"1st month"	"01"	"43 weeks"	"43"	"Yes"	"1"	"2019"	"2019"	1
"Total"	"1st month"	"01"	"43 weeks"	"43"	"Yes"	"1"			3
	"1st month"	"01"	"43 weeks"	"43"	"No"	"2"	"2016"	"2016"	57
	"1st month"	"01"	"43 weeks"	"43"	"No"	"2"	"2017"	"2017"	16
	"1st month"	"01"	"43 weeks"	"43"	"No"	"2"	"2018"	"2018"	14
