Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI,State
Health Insurance Status Postpartum,Private insurance,,2017,1023,60.0,(56.7-63.2),Alaska
Health Insurance Status Postpartum,Private insurance,,2018,990,57.6,(54.2-60.9),Alaska
Health Insurance Status Postpartum,Private insurance,,2019,1058,57.4,(54.2-60.6),Alaska
Health Insurance Status Postpartum,Medicaid,,2016,1145,31.5,(28.5-34.7),Alaska
Health Insurance Status Postpartum,Medicaid,,2017,1023,27.6,(24.8-30.5),Alaska
Health Insurance Status Postpartum,Medicaid,,2018,990,32.3,(29.2-35.6),Alaska
Health Insurance Status Postpartum,Medicaid,,2019,1058,31.7,(28.8-34.7),Alaska
Health Insurance Status Postpartum,No insurance,,2016,1145,12.9,(10.8-15.4),Alaska
Health Insurance Status Postpartum,No insurance,,2017,1023,12.5,(10.2-15.1),Alaska
Health Insurance Status Postpartum,No insurance,,2018,990,10.1,(8.3-12.3),Alaska
Health Insurance Status Postpartum,No insurance,,2019,1058,10.9,(8.9-13.3),Alaska
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,1093,79.4,(76.4-82.2),Alaska
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,988,80.0,(76.8-82.9),Alaska
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,934,78.8,(75.6-81.7),Alaska
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,1003,79.4,(76.4-82.1),Alaska
Breastfeeding Practices,Ever breastfed,,2016,1108,95.5,(93.6-96.9),Alaska
Breastfeeding Practices,Ever breastfed,,2017,998,92.7,(90.3-94.5),Alaska
Breastfeeding Practices,Ever breastfed,,2018,940,94.9,(92.8-96.4),Alaska
Breastfeeding Practices,Ever breastfed,,2019,1007,94.8,(93.0-96.1),Alaska
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,1100,82.7,(79.8-85.2),Alaska
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,988,77.9,(74.5-80.9),Alaska
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,931,81.2,(78.1-84.0),Alaska
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,999,79.4,(76.3-82.1),Alaska
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2016,901,35.9,(31.4-40.7),Arkansas
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2018,893,32.7,(28.0-37.8),Arkansas
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2019,970,35.5,(30.8-40.4),Arkansas
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2016,864,3.8,(2.3-6.0),Arkansas
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2018,860,2.6,(1.5-4.5),Arkansas
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2019,920,3.5,(2.0-5.9),Arkansas
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2016,864,25.6,(21.5-30.1),Arkansas
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2018,860,24.6,(20.4-29.4),Arkansas
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2019,920,28.9,(24.5-33.9),Arkansas
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2016,864,28.9,(24.7-33.6),Arkansas
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2018,860,29.8,(25.1-34.9),Arkansas
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2019,920,32.7,(28.0-37.7),Arkansas
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2016,878,24.3,(20.4-28.7),Arkansas
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2018,877,27.0,(22.5-32.0),Arkansas
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2019,961,23.2,(19.2-27.9),Arkansas
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2016,880,15.7,(12.5-19.6),Arkansas
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2018,879,16.4,(12.8-20.7),Arkansas
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2019,959,13.4,(10.1-17.4),Arkansas
Substance Use,Any cigarette smoking,Postpartum,2016,878,19.9,(16.3-24.1),Arkansas
Substance Use,Any cigarette smoking,Postpartum,2018,875,21.5,(17.4-26.3),Arkansas
Substance Use,Any cigarette smoking,Postpartum,2019,958,14.6,(11.3-18.6),Arkansas
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2016,884,8.3,(5.9-11.6),Arkansas
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2018,878,5.9,(3.7-9.4),Arkansas
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2019,956,6.3,(4.2-9.3),Arkansas
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2016,883,3.4,(2.0-5.8),Arkansas
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2018,880,3.7,(2.2-6.3),Arkansas
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2019,956,3.0,(1.6-5.5),Arkansas
Substance Use,Hookah use in the last 2 years,,2016,883,4.4,(2.8-7.0),Arkansas
Substance Use,Hookah use in the last 2 years,,2018,869,2.0,(0.9-4.0),Arkansas
Substance Use,Hookah use in the last 2 years,,2019,948,2.9,(1.6-5.2),Arkansas
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2016,884,3.2,(1.8-5.5),Arkansas
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2018,872,1.1,(0.4-2.7),Arkansas
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2019,954,1.2,(0.5-2.9),Arkansas
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2016,880,6.0,(4.0-8.7),Arkansas
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2018,874,6.7,(4.4-10.0),Arkansas
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2019,952,4.8,(3.0-7.6),Arkansas
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2016,881,2.1,(1.1-4.0),Arkansas
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2018,875,5.4,(3.4-8.5),Arkansas
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,953,2.7,(1.5-5.0),Arkansas
Depression,Self-reported depression in the 3 months before pregnancy,,2016,900,19.0,(15.5-23.1),Arkansas
Depression,Self-reported depression in the 3 months before pregnancy,,2018,892,20.5,(16.6-25.1),Arkansas
Depression,Self-reported depression in the 3 months before pregnancy,,2019,957,22.9,(18.8-27.6),Arkansas
Depression,Self-reported depression during pregnancy,,2016,880,20.8,(17.1-25.0),Arkansas
Depression,Self-reported depression during pregnancy,,2018,876,19.6,(15.8-24.1),Arkansas
Depression,Self-reported depression during pregnancy,,2019,955,22.9,(18.8-27.5),Arkansas
Depression,Self-reported postpartum depressive symptoms,,2016,884,19.2,(15.7-23.3),Arkansas
Depression,Self-reported postpartum depressive symptoms,,2018,871,21.0,(16.9-25.7),Arkansas
Depression,Self-reported postpartum depressive symptoms,,2019,944,19.1,(15.4-23.4),Arkansas
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,895,56.4,(51.5-61.2),Arkansas
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,877,65.4,(60.1-70.3),Arkansas
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,959,59.8,(54.7-64.7),Arkansas
Health Care Services,Began prenatal care in 1st trimester,,2016,886,80.1,(75.9-83.8),Arkansas
Health Care Services,Began prenatal care in 1st trimester,,2018,864,85.9,(81.9-89.1),Arkansas
Health Care Services,Began prenatal care in 1st trimester,,2019,951,83.3,(79.0-86.8),Arkansas
Health Care Services,Had a flu shot in the 12 months before birth,,2016,888,61.0,(56.2-65.7),Arkansas
Health Care Services,Had a flu shot in the 12 months before birth,,2018,876,60.3,(55.0-65.4),Arkansas
Health Care Services,Had a flu shot in the 12 months before birth,,2019,957,61.8,(56.8-66.6),Arkansas
Health Care Services,Had maternal postpartum checkup,,2016,875,89.9,(86.6-92.5),Arkansas
Health Care Services,Had maternal postpartum checkup,,2018,877,91.5,(88.3-94.0),Arkansas
Health Care Services,Had maternal postpartum checkup,,2019,951,88.8,(85.2-91.6),Arkansas
Pregnancy Intention,Mistimed,,2016,894,21.5,(17.7-25.8),Arkansas
Pregnancy Intention,Mistimed,,2018,892,19.6,(15.7-24.2),Arkansas
Pregnancy Intention,Mistimed,,2019,966,20.4,(16.6-24.9),Arkansas
Pregnancy Intention,Unwanted pregnancy,,2016,894,9.8,(7.2-13.0),Arkansas
Pregnancy Intention,Unwanted pregnancy,,2018,892,8.8,(6.4-12.1),Arkansas
Pregnancy Intention,Unwanted pregnancy,,2019,966,8.0,(5.7-11.2),Arkansas
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,894,17.7,(14.3-21.6),Arkansas
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,892,19.2,(15.4-23.6),Arkansas
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,966,19.5,(15.7-23.9),Arkansas
Pregnancy Intention,Intended pregnancy,,2016,894,51.1,(46.2-56.0),Arkansas
Pregnancy Intention,Intended pregnancy,,2018,892,52.5,(47.2-57.7),Arkansas
Pregnancy Intention,Intended pregnancy,,2019,966,52.0,(46.9-57.1),Arkansas
Postpartum Family Planning,Use of any postpartum contraception,,2016,872,83.4,(79.4-86.7),Arkansas
Postpartum Family Planning,Use of any postpartum contraception,,2018,868,80.7,(76.4-84.4),Arkansas
Postpartum Family Planning,Use of any postpartum contraception,,2019,941,78.8,(74.4-82.6),Arkansas
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,872,14.7,(11.6-18.5),Arkansas
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,868,18.0,(14.3-22.3),Arkansas
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,941,15.7,(12.3-19.9),Arkansas
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,872,15.5,(12.2-19.5),Arkansas
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,868,15.6,(12.1-19.8),Arkansas
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,941,17.0,(13.5-21.2),Arkansas
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,872,34.8,(30.2-39.7),Arkansas
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,868,32.0,(27.1-37.3),Arkansas
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,941,27.4,(23.1-32.2),Arkansas
Postpartum Family Planning,Least effective contraceptive methods,,2016,872,18.4,(14.8-22.6),Arkansas
Postpartum Family Planning,Least effective contraceptive methods,,2018,868,15.2,(11.8-19.5),Arkansas
Postpartum Family Planning,Least effective contraceptive methods,,2019,941,18.7,(15.0-23.0),Arkansas
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,890,36.2,(31.6-41.1),Arkansas
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,884,38.6,(33.6-43.8),Arkansas
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,964,40.0,(35.2-45.0),Arkansas
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,785,64.9,(59.7-69.7),Arkansas
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,859,58.7,(53.3-63.9),Arkansas
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,933,59.6,(54.4-64.6),Arkansas
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,785,20.1,(16.3-24.6),Arkansas
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,859,26.6,(22.1-31.7),Arkansas
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,933,25.1,(20.9-29.8),Arkansas
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,785,11.0,(8.0-14.8),Arkansas
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,859,12.4,(9.1-16.6),Arkansas
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,933,12.4,(9.3-16.4),Arkansas
Health Insurance Status for Prenatal Care,Private insurance,,2016,804,55.8,(50.7-60.8),Arkansas
Health Insurance Status for Prenatal Care,Private insurance,,2018,850,51.3,(45.9-56.6),Arkansas
Health Insurance Status for Prenatal Care,Private insurance,,2019,913,52.4,(47.2-57.5),Arkansas
Health Insurance Status for Prenatal Care,Medicaid,,2016,804,40.7,(35.8-45.8),Arkansas
Health Insurance Status for Prenatal Care,Medicaid,,2018,850,45.1,(39.8-50.5),Arkansas
Health Insurance Status for Prenatal Care,Medicaid,,2019,913,43.5,(38.4-48.7),Arkansas
Health Insurance Status for Prenatal Care,No insurance,,2016,804,1.2,(0.5-2.9),Arkansas
Health Insurance Status for Prenatal Care,No insurance,,2018,850,2.0,(1.0-4.2),Arkansas
Health Insurance Status for Prenatal Care,No insurance,,2019,913,1.9,(0.9-4.1),Arkansas
Health Insurance Status Postpartum,Private insurance,,2016,801,61.6,(56.5-66.5),Arkansas
Health Insurance Status Postpartum,Private insurance,,2018,867,51.5,(46.1-56.8),Arkansas
Health Insurance Status Postpartum,Private insurance,,2019,925,55.9,(50.7-61.0),Arkansas
Health Insurance Status Postpartum,Medicaid,,2016,801,29.0,(24.6-33.8),Arkansas
Health Insurance Status Postpartum,Medicaid,,2018,867,35.3,(30.3-40.7),Arkansas
Health Insurance Status Postpartum,Medicaid,,2019,925,31.5,(26.9-36.5),Arkansas
Health Insurance Status Postpartum,No insurance,,2016,801,6.2,(4.1-9.3),Arkansas
Health Insurance Status Postpartum,No insurance,,2018,867,11.2,(8.2-15.1),Arkansas
Health Insurance Status Postpartum,No insurance,,2019,925,11.5,(8.4-15.4),Arkansas
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,853,74.4,(69.9-78.5),Arkansas
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,852,77.0,(72.3-81.1),Arkansas
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,919,79.1,(74.6-82.9),Arkansas
Breastfeeding Practices,Ever breastfed,,2016,850,83.3,(79.5-86.6),Arkansas
Breastfeeding Practices,Ever breastfed,,2018,857,79.9,(75.3-83.8),Arkansas
Breastfeeding Practices,Ever breastfed,,2019,931,82.4,(78.1-85.9),Arkansas
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,850,56.1,(51.2-60.9),Arkansas
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,847,49.4,(44.1-54.8),Arkansas
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,923,57.2,(52.0-62.1),Arkansas
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2016,1619,43.2,(39.9-46.7),Colorado
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2017,1126,43.7,(40.6-46.8),Colorado
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2018,1128,43.4,(40.0-46.8),Colorado
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2019,1099,45.6,(42.0-49.1),Colorado
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2016,1528,3.4,(2.4-4.9),Colorado
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2017,1075,4.0,(2.9-5.4),Colorado
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2018,1086,3.6,(2.5-5.3),Colorado
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2019,1073,2.8,(1.8-4.4),Colorado
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2016,1528,23.9,(21.0-27.1),Colorado
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2017,1075,24.4,(21.7-27.3),Colorado
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2018,1086,24.0,(21.1-27.0),Colorado
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2019,1073,29.1,(25.8-32.7),Colorado
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2016,1528,17.3,(14.7-20.2),Colorado
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2017,1075,18.7,(16.4-21.3),Colorado
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2018,1086,20.6,(17.8-23.7),Colorado
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2019,1073,19.4,(16.7-22.4),Colorado
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2016,1617,14.7,(12.4-17.2),Colorado
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2017,1119,14.5,(12.4-16.8),Colorado
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2018,1120,16.7,(14.1-19.5),Colorado
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2019,1091,12.7,(10.5-15.4),Colorado
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2016,1618,6.4,(5.0-8.3),Colorado
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2017,1119,5.2,(4.0-6.7),Colorado
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2018,1120,7.1,(5.4-9.3),Colorado
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2019,1091,6.0,(4.4-8.2),Colorado
Substance Use,Any cigarette smoking,Postpartum,2016,1617,10.0,(8.1-12.2),Colorado
Substance Use,Any cigarette smoking,Postpartum,2017,1118,7.6,(6.1-9.4),Colorado
Substance Use,Any cigarette smoking,Postpartum,2018,1122,10.8,(8.6-13.3),Colorado
Substance Use,Any cigarette smoking,Postpartum,2019,1091,7.7,(5.9-10.0),Colorado
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2016,1610,2.7,(1.8-3.9),Colorado
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2017,1117,4.4,(3.2-6.0),Colorado
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2018,1119,5.1,(3.7-7.0),Colorado
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2019,1095,5.3,(3.9-7.0),Colorado
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2016,1610,1.1,(0.6-2.3),Colorado
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2017,1114,1.1,(0.6-2.0),Colorado
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2018,1117,1.2,(0.7-2.0),Colorado
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2019,1094,1.4,(0.7-2.7),Colorado
